age	dominant_hand	english_level	familiarity	gender	language	max_touch_points	nationality	screen_height	screen_width	swipe_finger	swipe_hand	timestamp	uid	vendor
20	right	beginner	rarely	male	en	5	in	760	360	thumb	right	1582219854	dtmvgfp7huk9d34kp6q3rvptot	google inc.
20	right	intermediate	everyday	female	en	5	in	780	360	thumb	right	1582718032	du6gm9l4istdsgv4f77qhk5re6	google inc.
18	right	advanced	often	male	en	5	in	851	393	thumb	both	1581895611	e7i7753lg7m8jsnnl1k29pvvfd	google inc.
30	right	native	never	male	en	5	in	786	393	index	both	1580230341	efuoib7dgjda3c66qoqcnj9t78	google inc.
24	right	intermediate	everyday	male	en	5	pk	864	432	thumb	right	1581614387	emt5fj4vtavg1hodj67312ul2v	google inc.
27	right	native	everyday	female	en	5	ca	892	412	thumb	left	1580451377	erpu2uequa1cq2br66uv10n478	google inc.
22	right	native	often	female	en	5	us	667	375	thumb	right	1580265823	fe1g5itt0c0l1rs83iot29hc8o	apple computer, inc.
18	right	native	rarely	female	en	5	us	740	360	thumb	right	1582266683	fmuoph4td7b4l4ub63fm81g5i4	google inc.
26	right	intermediate	never	female	en	5	za	640	360	index	right	1580784709	frmo6u8vsac1113tb3h9ucat1s	google inc.
32	right	native	everyday	female	en	5	us	823	412	other	right	1579705976	fs9c8rsidm91bg53p8g59jv220	google inc.
30	right	advanced	often	female	ar	5	us	740	360	index	both	1583389356	ftduu72l9ajkltvmnoa6s05m50	google inc.
43	right	intermediate	sometimes	female	en	5	ca	732	412	thumb	right	1583341846	g93oboccgpf33evp6gpmfhb6p4	google inc.
32	right	native	rarely	female	en	5	ph	720	360	index	right	1583330642	gbcnoqvgkmn5867iiqqbf4ckpl	google inc.
36	right	beginner	sometimes	male	tr	5	tr	740	360	thumb	right	1581007077	gbgk59ivq473sv6l9e6a3tjf3q	google inc.
34	right	advanced	sometimes	female	en	5	us	823	412	index	right	1583212477	gg1ngc8aiacbf0b9f02vnnn66d	google inc.
18	left	native	rarely	male	en	5	gb	846	412	thumb	both	1580607381	gq1c7k8ou12276fgcrubhq8o8f	google inc.
22	right	intermediate	rarely	male	en	5	in	851	393	thumb	right	1581506322	gr9j9tgpjrgpfktg5gl086v01k	google inc.
18	right	intermediate	often	male	en	5	jm	570	320	thumb	right	1582162547	hau57vntf1l4pt85ms1tuoubs0	google inc.
27	right	native	rarely	male	en	5	us	740	360	index	both	1583349241	hbi82r4nfjnsbch82tl2r46oft	google inc.
45	left	advanced	everyday	female	en	5	ph	780	360	index	both	1583480826	hcum35dlcr3kkdu49eml7pofbv	google inc.
63	right	intermediate	rarely	male	en	5	us	720	360	thumb	right	1581938126	hggeotn7kb7bmojucj6ec0cr1n	google inc.
18	left	intermediate	rarely	male	en	5	ph	780	360	thumb	right	1583673425	hmcrdt14a2le00t6m1ee1e6n63	google inc.
23	right	advanced	rarely	female	en	5	us	736	414	thumb	right	1582667483	ia3shoqkilp0ndi4hk7o9s97op	apple computer, inc.
21	right	intermediate	never	female	es	5	mx	892	412	index	right	1580068016	igo6ks7cridpphkt7q51r8prf7	google inc.
22	right	native	everyday	male	en	5	us	757	360	thumb	right	1580452766	ihvd53g8t45a6mnfrnu1mjmpc7	google inc.
22	right	beginner	often	female	en	5	id	760	360	thumb	right	1580285618	ilq2v57ppi1dscv34r2tpbh6l4	google inc.
18	right	native	sometimes	female	en	5	us	896	414	index	right	1582160205	inh2na7ee74qp5r50v3pdf88vb	apple computer, inc.
23	right	native	sometimes	female	en	5	us	896	414	thumb	right	1582834366	ivvalu51g9mhe1v0goknnp3hbg	apple computer, inc.
25	right	advanced	often	female	en	5	us	720	360	index	right	1583713435	j1ejqn70d9iqf0qulsme3d3uu1	google inc.
20	right	advanced	often	female	en	5	in	640	360	thumb	right	1580831138	j2qbfkngnge6j5m3bdqjsuhtm1	google inc.
18	right	beginner	rarely	female	en	5	us	846	412	thumb	right	1580526434	j78g5srt7sa994nbm1fhlasv3q	google inc.
18	right	advanced	rarely	female	en	5	us	740	360	index	right	1581632629	jhapml1gcqn210910vk76ol6ea	google inc.
19	right	intermediate	never	male	en	5	gb	667	375	thumb	right	1579908249	jktev4s0k73g5hivqu2rn3f6rq	apple computer, inc.
20	right	advanced	sometimes	female	en	5	ph	896	414	thumb	right	1581220843	jrsccajsd17f8f8c7husnm1gfs	apple computer, inc.
23	right	intermediate	often	female	en	5	ph	736	414	thumb	right	1580308179	k4ku4dldn7tt8k7vke7lh8otjp	apple computer, inc.
23	right	intermediate	rarely	male	en	5	bd	720	360	thumb	right	1580133023	kbj0heinq21q0b39hotculorvt	google inc.
18	right	native	everyday	female	en	5	us	812	375	thumb	right	1583714425	kf30lkt6klt9da5tblfjcsr820	apple computer, inc.
18	right	native	sometimes	female	en	5	us	896	414	index	right	1583259926	kkii07dglk60ei56ipv80hkpi8	apple computer, inc.
42	right	advanced	everyday	female	en	5	ng	640	360	index	right	1582755119	knfks5c94ok9oql7ptt6gv2imn	google inc.
19	left	native	rarely	female	en	5	us	736	414	thumb	right	1583173183	ksibdpmp7dg2hceoh8gab5o2sa	apple computer, inc.
31	right	advanced	rarely	female	en	5	us	720	360	index	right	1581384892	l31ueilehgmabbd7ijibgvbo4o	google inc.
18	right	native	rarely	female	en	5	us	892	412	thumb	right	1579802266	l9rbdi17htbqp560hh043hjlg7	google inc.
20	right	native	everyday	male	en	5	us	869	412	other	right	1579756734	lf74nk8ihu43661j0ndd01mqja	google inc.
26	left	intermediate	everyday	male	en	5	np	851	393	thumb	right	1581511820	lg17e00pmk1eo0fpk3e0qo7hfc	google inc.
22	right	native	rarely	female	en	5	ca	846	412	index	right	1580523061	lj1i3ipnl98h82i3718063ovjh	google inc.
29	right	intermediate	sometimes	female	en	5	in	780	360	thumb	both	1580753152	me7h4pk7pbtqnevuukegod0q70	google inc.
19	right	intermediate	sometimes	male	sv	5	se	771	360	thumb	right	1580931875	mopkjhhfcjuivjs8m3t99aavge	google inc.
18	right	advanced	everyday	male	en	5	us	568	320	thumb	right	1580525774	mrbtqc0eshofpjfru1bhjokjc3	apple computer, inc.
24	right	advanced	never	female	haw	5	us	673	320	index	both	1580106406	mtlgq0js69e9e0d4kltrqnlufi	google inc.
26	right	native	sometimes	female	en	5	ng	736	414	thumb	right	1583274846	n6ml9p7egar03rp99p8neh89if	apple computer, inc.
37	right	advanced	sometimes	female	en	5	bd	851	393	thumb	right	1580756408	nbgb79ha0edcp4h415unsl6c1c	google inc.
21	right	intermediate	sometimes	male	en	5	np	892	412	thumb	right	1582919121	ne2qhrm9um5g0mhpuhq850acid	google inc.
19	right	intermediate	rarely	male	ml	5	in	720	360	index	right	1581524593	ngrbav5di4t1n2s7299o6qoi2f	google inc.
45	right	native	rarely	female	en	5	us	740	360	index	right	1579864574	njlbotfnmd9738djudolm0hg2s	google inc.
27	right	native	rarely	female	en	5	us	823	412	thumb	right	1580147381	nuiadcb5aiq746bqvned3v45si	google inc.
20	right	native	sometimes	female	fr	5	us	846	412	thumb	right	1580519653	o3s6228q51853hplk7r5hvqb78	google inc.
32	right	advanced	everyday	female	en	5	us	823	412	thumb	both	1580448313	ojdn9slnkkh2pslv8pgqa0tcjl	google inc.
18	left	intermediate	rarely	male	en	5	ph	760	360	thumb	left	1583666430	p931af8rk84g1mir4huob3rhof	google inc.
28	right	native	everyday	male	en	5	us	812	375	thumb	right	1581385752	piauguq53eratuq087pjlhht0h	apple computer, inc.
18	right	advanced	never	male	en	5	gb	667	375	thumb	right	1580506064	qc47tcc7vm2lnei9ofpa3f5qd1	apple computer, inc.
25	right	native	everyday	female	en	5	us	720	360	thumb	right	1583262713	qj2dt0en5angphdf8ndno06eeu	google inc.
21	right	beginner	rarely	female	en	5	us	667	375	index	right	1583477669	qn7v99d459p3ekpeo8l3m473sc	apple computer, inc.
23	right	native	rarely	female	en	5	us	736	414	thumb	right	1581965065	qv7225rs7qh2gs22mceo0a8d7b	apple computer, inc.
31	right	advanced	sometimes	female	en	5	us	756	360	thumb	right	1581469281	rhlh0bp5fdmobnbmlo5gogdfec	google inc.
23	right	beginner	everyday	female	en	5	ph	720	360	thumb	both	1582184985	rk14ivq6bqs05p0choom5s3lbt	google inc.
35	right	beginner	never	male	en	5	in	760	360	other	right	1580148441	s3boj3dpfe11asvhgbifvtqc9r	google inc.
34	right	native	rarely	female	en	5	us	846	412	thumb	right	1582047457	s98po1u3330sc7tl5av0c0rhnh	google inc.
45	right	native	rarely	female	en	5	us	740	360	index	both	1582549188	sejoephp7tpti82huuhv9b384h	google inc.
18	right	intermediate	everyday	female	en	5	ph	780	360	thumb	both	1583403264	sl5ubi9o9ihmal2bgsufpcefbj	google inc.
22	right	intermediate	everyday	male	en	5	pk	869	412	thumb	right	1580534841	sovi0i0ek3v5mv28nbamtt40rv	google inc.
19	right	advanced	everyday	female	en	5	us	736	414	thumb	right	1582918956	sskpq4g50eplklfahmfu288lki	apple computer, inc.
36	right	native	rarely	female	en	5	us	891	424	index	right	1581552176	t03foodju0jl0grdjrmad7cnos	google inc.
36	right	intermediate	sometimes	female	en	5	ph	640	360	thumb	both	1580727648	t1n7ckaa6eelk85mgu4g2ge6m6	google inc.
19	right	native	sometimes	male	en	5	ie	892	412	thumb	both	1582374493	t4ck1oobclb7cg6lfc7885ghg9	google inc.
20	right	intermediate	rarely	male	en	5	in	640	360	thumb	right	1582089201	tbu9to06tuvnqrhsht1jnns3qh	google inc.
19	right	native	rarely	female	en	5	us	896	414	thumb	right	1582099237	tgrifp8atnaivholtilstrknp2	apple computer, inc.
25	right	native	everyday	female	en	5	us	732	412	thumb	both	1580410819	u2vc8rcl5peufd6qgft3ro7cc8	google inc.
18	right	intermediate	never	female	en	5	do	892	412	thumb	right	1580002645	v2bufv9pt5vfj87qokgku6s7fi	google inc.
18	left	native	rarely	female	en	5	gb	812	375	index	left	1583698333	v3u3u1b8frqsk0encofdk1t4s4	apple computer, inc.
18	left	intermediate	often	female	en	5	us	640	360	index	right	1580681729	vs9o5ggaa18pakfr7j5p7p9rj9	google inc.
38	left	beginner	sometimes	female	en	5	ph	569	320	index	left	1581589237	vvr5s7lo8lhibvfm37q7vag4mb	google inc.
20	right	intermediate	rarely	female	en	5	us	760	360	thumb	right	1579791209	0d9jm31uflsgr9e7o9uss8b1gv	google inc.
43	right	advanced	rarely	male	en	5	pk	640	360	thumb	right	1581165443	0i2sopphm63aj2knmt0mmgt0eg	google inc.
24	right	intermediate	sometimes	female	en	5	ng	760	360	thumb	both	1580125259	0nr1ib5m909k65fffkonftokvv	google inc.
24	left	native	often	female	en	5	us	812	375	thumb	left	1580834501	0una7ed4ohd4oklbfmijr92uq0	apple computer, inc.
21	right	intermediate	often	female	en	5	ph	760	360	thumb	both	1583160526	15418ieqgmgvfcdb16dq3qorce	google inc.
27	right	native	rarely	female	en	5	us	846	412	index	right	1583324715	17st0afor2vhnaa27ig1qlm8gc	google inc.
43	right	native	rarely	male	en	5	mx	640	320	index	right	1582828595	1ib8tc83fkt64o7em0i10u8ms0	google inc.
20	right	native	everyday	male	en	5	in	732	412	thumb	right	1580057979	1j4jpoa46ajqm39ac14hhvt2hl	google inc.
34	right	advanced	rarely	male	en	5	mx	640	360	index	right	1581463447	1kf79g0l0ub6li7fisvf2rench	google inc.
22	right	advanced	sometimes	female	en	5	us	640	360	thumb	right	1580422537	1o37q2sln5sofhep2fjqg8bi39	google inc.
19	right	intermediate	rarely	male	es	5	mx	732	412	thumb	right	1582130865	1oq7j88lfma27kckoiibr32fqn	google inc.
69	right	beginner	never	male	en	5	bg	760	360	thumb	right	1583617435	1tcud5vifnvp1cliu6othgooba	google inc.
18	right	advanced	everyday	male	en	5	sa	780	360	thumb	right	1580265153	29pqajt4go7tc60ibq0dmq8em9	google inc.
37	left	intermediate	rarely	male	en	5	us	640	320	thumb	both	1580572232	2fv391b0tscbnhibfopoc7d8tp	google inc.
22	left	native	often	female	en	5	us	812	375	thumb	left	1583693303	2opllmodi2j232u004m2jstmj3	apple computer, inc.
18	right	intermediate	never	male	en	5	bh	812	375	thumb	right	1580491262	2u644p4gdklc7l7jc87rmcdp4d	apple computer, inc.
26	right	native	sometimes	female	en	5	us	812	375	index	right	1580351278	3ef67b8t0k3t23fdk6c0bkdk74	apple computer, inc.
23	right	intermediate	often	male	en	5	in	892	412	thumb	both	1581491326	3f4d5nd3i6i46j67v1h6m87sab	google inc.
26	left	native	everyday	male	en	5	us	812	375	thumb	left	1576937901	3fjf9lm7btd87p6vfukhpgv0ev	apple computer, inc.
21	right	native	rarely	female	en	5	us	846	412	index	right	1583727772	3g9n95q9e72o77tsabcl0g24kj	google inc.
24	right	beginner	everyday	female	en	5	us	823	412	thumb	right	1581976453	40e8ac5f8a9rb5nmeut9ng9hpi	google inc.
24	right	native	often	female	en	5	us	892	412	thumb	right	1581052691	4flhv8tu4uohtr7q1ie3hllfs4	google inc.
36	right	advanced	rarely	male	de	5	de	568	320	thumb	right	1580743927	4g2ak3r56i91vbfl30feoc6jev	apple computer, inc.
26	right	advanced	sometimes	female	en	5	us	640	360	thumb	right	1579712863	4ohof4dq0luk27t0vrkcb0qbr1	google inc.
21	right	beginner	rarely	female	en	5	ph	720	360	index	right	1582847716	501mld13mmovv064tf71qb91v7	google inc.
18	right	beginner	rarely	female	en	5	ph	640	360	thumb	right	1579698277	506jd4dnu763v27pc407pp23sb	google inc.
19	right	native	everyday	male	en	5	au	869	412	thumb	right	1580271473	55fqiqk6a94c76d4qe93263419	google inc.
39	right	intermediate	sometimes	female	en	5	us	896	414	index	right	1581822482	589260ue83t2p5s9l94l2m1n57	apple computer, inc.
18	right	beginner	rarely	male	en	5	us	740	360	thumb	right	1581839709	5b7tsgp6d6sl19skhcr20em6fo	google inc.
23	right	advanced	often	male	en	5	ec	812	375	thumb	right	1580873633	5h5ut2j7m82h5b7l10pboc7bum	apple computer, inc.
24	right	intermediate	everyday	male	en	5	pk	640	360	thumb	both	1579891218	5p36qvohrubi0glbfa2sps6kev	google inc.
25	left	intermediate	rarely	male	en	5	bd	846	412	index	right	1582684542	6595k2meaov04vurnkdiu41o2p	google inc.
26	left	advanced	everyday	female	en	5	ca	736	414	index	left	1580157884	66tg4u99e48qvc4snu5265rqnv	apple computer, inc.
20	right	native	rarely	male	en	5	us	812	375	thumb	right	1583422388	6f6t6thq8d9kd1anjuj89q6aaa	apple computer, inc.
18	right	native	sometimes	female	en	5	us	667	375	other	right	1581448244	6kk47fbfu8u6bfe4r5usuf55u6	apple computer, inc.
26	right	native	rarely	female	en	5	us	780	360	thumb	right	1581025589	6ueej20kd7mp8go9tniv7ijmqo	google inc.
18	right	advanced	never	female	en	5	hk	736	414	index	right	1582091473	6v46neri6gko6hc616c37c4rjb	apple computer, inc.
21	right	beginner	never	male	en	5	mx	760	360	thumb	right	1581991342	7alp8ef3eog6ho4s6k6vg1mkko	google inc.
22	right	advanced	rarely	female	en	5	ph	760	360	other	right	1583294088	7m5v2dmokjhgdk6ojj6bhjt7tq	google inc.
24	right	native	rarely	female	en	5	us	760	360	thumb	right	1582343504	7u2e3cekhdr5g6v7ufbotgmsfr	google inc.
48	right	advanced	rarely	male	en	5	gb	720	360	thumb	right	1581251411	88a27ei5sds5cotsn5jskevk7c	google inc.
18	right	intermediate	sometimes	male	en	5	kw	812	375	index	right	1582128704	8m8ethr7geboo11218v6g7sskl	apple computer, inc.
29	right	advanced	sometimes	female	en	5	us	640	360	thumb	right	1580782688	9k6hjh7d432008n0rknj21v29e	google inc.
21	right	beginner	everyday	female	en	5	ph	780	360	thumb	right	1583025292	aef0o6fi56gfh6pi0leb3tjmjl	google inc.
19	right	native	never	male	en	5	us	896	414	thumb	right	1581173835	b1sp2oq29cpe5k6s4bfcehu396	apple computer, inc.
18	right	advanced	often	male	en	5	in	780	360	index	right	1581749081	b30ipgqir8ntk66dfi2u11cft7	google inc.
36	right	intermediate	rarely	male	en	5	au	740	360	index	right	1582433463	b4h1d1ol28nop5hs55aufetsvf	google inc.
18	right	beginner	rarely	male	en	5	in	760	360	index	right	1580723572	bui5u3mn8fq8lmbpau9mluch8f	google inc.
26	right	advanced	often	female	en	5	us	720	360	thumb	both	1580521635	c85gj8e2dekuqu5ag0tab7b0ni	google inc.
18	right	intermediate	rarely	female	en	5	us	640	360	thumb	right	1581782547	ciolo6fivv759dcis2aab6fbdg	google inc.
19	right	native	rarely	male	ar	5	lb	760	360	thumb	right	1581339855	cri55jv9259ih3epm30fg7ri24	google inc.
21	left	native	rarely	female	en	5	us	823	412	thumb	right	1580290040	cs7a6m3td20kdgtevcmqcvlu0m	google inc.
18	right	beginner	often	male	en	5	in	892	412	index	right	1580999391	d0fuo4m6j92fbvm7db6vdrg3do	google inc.
18	right	intermediate	everyday	female	en	5	my	780	360	thumb	right	1582945243	d8rq39pit2u4omafk9jc7gc2dk	google inc.
25	left	intermediate	everyday	male	en	5	ph	846	412	index	left	1583400395	dfhghjclpv78u9crppm7r19pmr	google inc.
21	right	beginner	everyday	male	en	5	in	851	393	thumb	right	1581107611	dgisokghf65ujkckeknhkk9131	google inc.
34	right	native	rarely	female	en	5	us	736	414	index	right	1582046541	dloapm95uclsesuq1o1sm0ip50	apple computer, inc.
18	right	advanced	rarely	male	en	5	ro	740	360	thumb	both	1583664128	dq1o0a1ardlluenmird7rqrmga	google inc.
19	right	intermediate	sometimes	female	en	5	gb	740	360	thumb	right	1582419118	dtesqp5egov2k747ravp6fi2ht	google inc.
30	left	advanced	sometimes	female	es	5	mx	812	375	thumb	both	1583075658	emheuubm6v6m9f5nd47mgf6aug	apple computer, inc.
21	right	beginner	sometimes	female	en	5	in	640	360	thumb	both	1580565355	epa10kdlej3dm1ngsc33177afk	google inc.
20	right	native	sometimes	male	en	5	us	740	360	thumb	right	1583272577	f59tlaih1mb0les1fgomq6amv4	google inc.
19	right	native	sometimes	female	en	5	gb	896	414	thumb	both	1580305143	f6mcfmvf16e7lno4k3aua8t4re	apple computer, inc.
18	right	native	never	female	en	5	us	667	375	thumb	right	1579826819	fb7lvol7qij4nfkve4ppqsa0dv	apple computer, inc.
19	right	native	rarely	female	en	5	us	896	414	thumb	right	1580770846	fdp4lfkort5gi7659jpaom7tkp	apple computer, inc.
20	left	beginner	sometimes	male	en	5	my	640	360	other	both	1580224068	fe5djv5bsisr64kuj0733ab42v	google inc.
24	right	beginner	everyday	female	en	5	ph	640	360	thumb	right	1583415684	fict7olji3h32njqg8up28jelf	google inc.
28	right	beginner	never	male	en	5	in	892	412	thumb	both	1583504309	fp45ucrnhgt0s8smuscciasas6	google inc.
35	right	intermediate	everyday	male	en	5	us	869	412	thumb	right	1583187552	fpjn677sl7fq0981nkb8ukuqqb	google inc.
40	right	advanced	everyday	male	en	5	es	720	360	index	right	1576480549	g1dgig1st0he01bmgdjo6crgds	google inc.
18	right	beginner	everyday	female	en	5	ph	780	360	thumb	right	1581587115	gbfob2mgumpcpivcd3405vlca3	google inc.
18	left	advanced	often	male	en	5	us	640	360	thumb	both	1583708394	gjvuli5d0cbb65jpfujd2n97pd	google inc.
18	right	native	sometimes	female	en	5	us	667	375	thumb	both	1583267928	glak4t90cofpt4m87h2duu99s4	apple computer, inc.
27	right	advanced	rarely	female	en	5	us	896	414	thumb	right	1580146948	gm7botddoq9298c1lvb4rkglf8	apple computer, inc.
38	right	intermediate	often	female	en	5	ph	732	412	index	right	1580001577	gn39u2iqcnshuodto6u708e4dk	google inc.
18	right	intermediate	sometimes	female	en	5	gb	667	375	thumb	both	1581355589	h9jivoaeqa3jkn5gd7po9mplnu	apple computer, inc.
20	right	intermediate	everyday	female	en	5	us	896	414	thumb	right	1579722855	hkdstg964msgtfpfiunjh3di1d	apple computer, inc.
20	right	native	sometimes	male	en	5	us	896	414	thumb	right	1580909076	hma0pbllo3qvteu37hhsdnol2n	apple computer, inc.
18	right	native	rarely	female	en	5	us	667	375	index	both	1579794873	idrp5ekftd81mibhpoln2sm5k9	apple computer, inc.
28	right	beginner	sometimes	male	en	5	in	892	412	thumb	right	1583631172	ig1qgtnbfs3vqdoij1pb2poqkc	google inc.
43	right	advanced	rarely	female	en	5	za	640	360	index	right	1580683678	ikjt54gqh7grhalvppnkdj9gsm	google inc.
20	right	native	never	female	en	5	us	667	375	index	right	1582566725	iodk9l34aonei39g2ira26bquc	apple computer, inc.
19	right	beginner	sometimes	male	en	5	in	667	375	thumb	right	1580275443	iqamr6omelefmc9g4jmu0dj5ur	apple computer, inc.
19	right	beginner	often	female	en	5	ph	760	360	thumb	right	1582046894	j2kmu1i6imbulhrmrq0msbe9bv	google inc.
28	right	intermediate	everyday	male	en	5	id	640	360	other	both	1582515052	j51mbgg21loim8c2jfb7lrmruk	google inc.
18	right	advanced	often	male	en	5	us	760	360	thumb	right	1582074644	jc4c1rqsp9hbpf585tftpgj20v	google inc.
23	right	intermediate	rarely	male	en	5	mx	760	360	thumb	right	1581988679	jk8q2kcktnl7ghnq7umston91p	google inc.
23	right	intermediate	rarely	male	en	5	mx	846	412	thumb	right	1582606898	k1tbt41h5ja7s3cvi218g40mc2	google inc.
25	right	intermediate	often	male	en	5	mx	771	360	thumb	left	1582883451	k4ueu6qo0neo557nqtnbqlsh2b	google inc.
18	right	native	everyday	other	en	5	gb	667	375	index	right	1581595072	k76143qb1s002ndencqk3bsocf	apple computer, inc.
37	right	intermediate	everyday	female	en	5	ph	720	360	index	right	1581505967	k9eg4bj7fvmuk6ugvqnpkfjs4m	google inc.
35	right	native	sometimes	female	en	5	gb	667	375	index	right	1583097616	kkvsraondqp4a104df0961i7e2	apple computer, inc.
18	left	native	sometimes	male	en	5	us	896	414	index	both	1581383213	krsg1l0i042kjn778rpp6pb1gm	apple computer, inc.
20	right	intermediate	rarely	female	en	5	us	812	375	index	right	1582074999	kt21fs2t9rc6ku0s15n5v2c8ct	apple computer, inc.
18	right	advanced	rarely	male	en	5	us	736	414	thumb	right	1583302977	l2eb2ecafjbjohdsfm37ig2m6t	apple computer, inc.
20	right	advanced	rarely	female	en	5	us	780	360	thumb	right	1582681763	l9dvhm1jkk1d8qm8bdn4cac9sf	google inc.
22	right	beginner	rarely	female	en	5	ph	800	360	thumb	both	1582622280	lqhtmvt616si4ir4jf7dcglr17	google inc.
20	right	intermediate	never	male	en	5	mx	667	375	thumb	right	1581369136	lvf3et9qkfngfqjsdrie8oamlt	apple computer, inc.
20	right	advanced	sometimes	female	en	5	za	869	412	other	right	1583171292	m53ltuqgpu7rtrd8a7oskr9l6i	google inc.
18	right	advanced	everyday	female	pl	5	in	640	360	thumb	right	1580999116	marhhssku0p8538g1o65f9mfp4	google inc.
44	right	native	sometimes	female	en	5	lc	757	360	index	right	1580258517	mba80m6tqqt5h3qd4oj4f1bm3n	google inc.
40	right	advanced	everyday	male	en	5	es	720	360	index	right	1579164760	n1sr1tch2fqgqppetav47j0nfd	google inc.
19	right	advanced	sometimes	female	en	5	za	892	412	thumb	right	1579862778	n7f1200vgkpqclvvms3a09q59s	google inc.
41	right	advanced	everyday	male	en	5	pk	760	360	thumb	right	1580780702	nchm275uqqs4a2fk3kqb4vp5mo	google inc.
29	right	native	rarely	female	en	5	lc	892	412	thumb	right	1580259758	ndh15ncs8p4n2k397icloro1j5	google inc.
19	right	native	everyday	other	en	5	us	896	414	thumb	right	1582241024	ng398s8avt190m4ms266ocnsrr	apple computer, inc.
25	right	intermediate	rarely	male	en	5	us	869	412	thumb	right	1580063240	nsbpc1d4jpf0caukktf6n3sonl	google inc.
18	right	native	sometimes	female	en	5	gb	896	414	index	right	1579723643	ntli4vem537k1ek8ud0v6pvb8e	apple computer, inc.
18	right	advanced	everyday	female	pl	5	in	640	360	thumb	right	1580997221	oj3k5jjl8l3hlo4iokitu18cru	google inc.
20	right	native	sometimes	female	en	5	jm	640	360	index	right	1583281358	p70qpjv1k6hr3entladc63f09p	google inc.
38	right	native	sometimes	female	en	5	us	640	360	index	right	1581475403	pbujbq0r7r97sr8t8fk0789mac	google inc.
19	right	native	never	female	en	5	us	896	414	other	right	1582221319	pflajhgmgfecsrrv68ru3b43n7	apple computer, inc.
25	right	intermediate	sometimes	female	en	5	in	780	360	thumb	right	1580736030	pnlsjm1dhn8ucidarf62o4l718	google inc.
26	right	native	rarely	female	en	5	us	896	414	thumb	right	1579862384	q5a1gvqtnchjfcb26ov5skqfhg	apple computer, inc.
40	right	native	rarely	female	en	5	us	869	412	index	right	1583149569	qe3ism46d0uhcfcr0rbpr60gsr	google inc.
80	right	native	often	male	en	5	us	823	412	thumb	right	1582657128	r1ug5ndlbus96vi8oj9fvs9nn3	google inc.
27	right	advanced	never	female	en	5	us	640	360	other	right	1580754780	r7jpl1v9g8v6rehftap3bmmfm1	google inc.
19	right	beginner	everyday	female	en	5	in	640	360	thumb	right	1582953011	rd855r5bms9kvgg2be0mjj4rde	google inc.
18	right	advanced	rarely	male	en	5	in	830	393	thumb	right	1581678739	rnctrgnba08rmiaescbc63f9d0	google inc.
22	right	advanced	rarely	female	en	5	za	780	360	thumb	right	1580374804	rngcgieu7gj3kj15ip50jt08f8	google inc.
20	right	advanced	sometimes	female	en	5	za	869	412	index	right	1583247132	rr3lothsb10hc0is2omp9tbloq	google inc.
18	right	native	rarely	female	ko	5	gb	640	360	index	right	1583133885	s8850qu5b80tmbj9el1kiumbnu	google inc.
18	right	advanced	rarely	female	en	5	gb	896	414	thumb	right	1581627255	schpf366cue7m1njid9v2cr8qi	apple computer, inc.
20	right	intermediate	sometimes	male	en	5	in	640	360	thumb	right	1583559901	sf9se3te3eftnd0q4vf9ct3qid	google inc.
21	right	beginner	never	male	en	5	mx	892	412	index	right	1582814035	sj50avsrj957kqbcb9camnq314	google inc.
31	right	beginner	often	female	es	5	mx	667	375	index	right	1583158340	t3lnoeee4utvfdv4av0qaca0bh	apple computer, inc.
21	right	intermediate	often	male	en	5	mx	720	360	thumb	right	1581568850	tebbvjq11ah5vujrc0grhuvool	google inc.
18	right	native	rarely	female	en	5	us	869	412	thumb	right	1580245190	ug96bo3dlhorb5ievs16u32gf0	google inc.
26	right	advanced	everyday	male	en	5	ph	720	360	thumb	both	1580145686	ugk00s26icc0hjuh8fleu6lu2i	google inc.
18	right	advanced	sometimes	female	en	5	in	760	360	index	right	1580284559	uho17iaa824cddprfcfmi5iiuv	google inc.
21	right	advanced	rarely	female	en	5	us	740	360	index	right	1583271011	uhvg857bfkja9bguatn4iqem5j	google inc.
22	left	intermediate	often	female	en	5	ng	800	360	index	right	1583712441	uj39f6kjqaj96sep1u79t8s6um	google inc.
18	right	native	everyday	female	en	5	us	896	414	thumb	right	1583072356	vgpsnt1r2srd1ijjpi861muk45	apple computer, inc.
18	right	advanced	everyday	female	en	5	in	854	480	thumb	both	1583402408	vmo0mksarctc46mg19v65ik2kq	google inc.
22	right	native	sometimes	female	en	5	us	896	414	thumb	right	1580841369	iph3n8hs4u876u428ro7r14kp4	apple computer, inc.
39	right	native	sometimes	male	en	5	us	896	414	thumb	right	1581220919	06c848png23tueouglo78fhhbb	apple computer, inc.
18	right	native	never	female	en	5	us	667	375	index	right	1580668760	091v425ipps7umcs8638i8clr1	apple computer, inc.
30	right	beginner	often	female	en	5	de	780	360	thumb	right	1581357145	098t7d8nvvtoc0eefgrverbr3n	google inc.
22	right	advanced	rarely	female	en	5	us	640	360	thumb	right	1580137633	0cgivjmfvr7jnqqpcdo5jggqrp	google inc.
39	right	advanced	often	female	en	5	us	780	360	thumb	right	1580572880	15mihbgtgpvs2u7o3doi15bir9	google inc.
20	right	intermediate	everyday	female	en	5	mx	812	375	thumb	both	1583127159	187ek49l68dkqc5ml3rbo6rejm	apple computer, inc.
24	right	advanced	never	male	en	5	my	896	414	index	right	1581498741	18fejrhkopnq6mqqvi6pi8c2er	apple computer, inc.
