age	dominant_hand	english_level	familiarity	gender	language	max_touch_points	nationality	screen_height	screen_width	swipe_finger	swipe_hand	timestamp	uid	vendor
28	right	beginner	sometimes	female	en	5	ph	760	360	index	right	1583394369	rjb4l6m13vmb7uphl1r9r476ps	google inc.
19	right	native	rarely	male	en	5	ng	640	360	thumb	right	1579949705	s8ttsiqjr5ogm8e445ea4kpc6c	google inc.
23	right	beginner	everyday	female	en	5	ph	640	360	thumb	right	1581259112	038qovd34aj82cqc9ip8fqu6sc	google inc.
19	left	advanced	rarely	male	ar	5	us	569	320	thumb	both	1583563375	0dvm82ctd55l4pqkr26gj8ef13	google inc.
35	right	advanced	often	female	en	5	gb	640	360	index	right	1581735393	3abuafe0ogm3aa4c86vi04p1qs	google inc.
21	right	native	everyday	female	en	5	us	780	360	thumb	right	1579727417	5s52j3st2s396soetbh4crljl9	google inc.
18	right	intermediate	often	female	en	5	us	896	414	thumb	right	1580239839	6h2mml9l5uj0q573fgmripp84h	apple computer, inc.
33	right	advanced	everyday	female	en	5	in	846	412	index	right	1580454013	7r5lcqvp6t2ltukuui4hisie4h	google inc.
22	left	native	never	male	en	5	us	720	360	index	both	1579793163	8pj7t5t6pardq8lvsiqdc7pm31	google inc.
24	right	intermediate	rarely	female	zh	5	ng	720	360	thumb	right	1580814278	9bnv6rd5us31h0qv7sj4hal32t	google inc.
20	right	advanced	everyday	female	en	5	in	869	412	index	right	1581646392	a3pnhnd4908s9b8d2uo97cgu2v	google inc.
27	right	intermediate	rarely	female	en	5	ng	846	412	thumb	right	1582738771	bv4ejucc1en9vkqe19h4dbvv04	google inc.
22	right	advanced	sometimes	male	en	5	bg	812	375	thumb	right	1583178827	deo390bfdlb1idbh76pbkie0tj	apple computer, inc.
40	right	intermediate	rarely	female	es	5	mx	869	412	index	right	1581466445	ibnurdatch4vt7e7drbtm3grek	google inc.
18	right	native	sometimes	female	en	5	ca	896	414	thumb	right	1582407288	kjj1cjnm9j92sajutbkll9dduf	apple computer, inc.
32	left	advanced	never	female	en	5	ph	736	414	thumb	left	1581340919	lr5ahi9u7cu6qs0lbbc3556deb	apple computer, inc.
36	right	advanced	sometimes	female	en	5	ca	816	377	thumb	right	1582897608	n21kjlf8hqt9tevs6ou344t2b5	google inc.
18	right	native	rarely	male	en	5	us	740	360	index	right	1580644031	s9a8d8kvrr0qq2pe0n0p67u618	google inc.
18	right	beginner	often	female	en	5	us	570	320	thumb	both	1579834442	saur1jh716qet2incj05uhaqqa	google inc.
31	left	native	often	female	en	5	us	780	360	thumb	both	1580922591	su957ol2l1jpmhvh1ff02antom	google inc.
18	right	native	rarely	female	en	5	gb	667	375	thumb	right	1581383070	t2lkrvm75vua6vnnsb7680i7cf	apple computer, inc.
27	right	native	everyday	female	en	5	us	846	412	thumb	right	1581892582	tgao1rq52v714595mtr89veicf	google inc.
50	right	advanced	rarely	female	en	5	us	740	360	index	right	1581371441	19qrnicvir9817joijlmg52afq	google inc.
99	right	native	rarely	female	en	5	in	851	393	thumb	right	1582040294	1al76494lgiqcqv48i7r2abrsd	google inc.
35	right	native	never	female	en	5	lc	892	412	thumb	right	1580315185	3m94gkcdq45h607h4if58l6vhc	google inc.
45	right	advanced	often	male	en	5	ca	892	412	thumb	right	1581113386	7clm9en7889huf597bpb5qjdr5	google inc.
37	right	intermediate	sometimes	male	es	5	mx	640	360	index	right	1582573616	82ln7u4ha2slbqub1ghk6gmgav	google inc.
18	right	intermediate	sometimes	female	en	5	ca	896	414	thumb	right	1579908807	8smujhski9mk1k142h43dvk6li	apple computer, inc.
22	right	intermediate	sometimes	male	en	5	mx	640	360	thumb	both	1581380165	ai3a1v5em3ctvqlfs5mndofe7t	google inc.
21	right	native	sometimes	female	en	5	in	640	360	thumb	both	1580109242	b63nn8ckbnpqhthshqtrtod3os	google inc.
23	right	advanced	sometimes	female	en	5	ng	800	360	thumb	right	1582776238	bilstako3g9nhes5dlb8421vu5	google inc.
23	right	intermediate	rarely	female	en	5	ph	667	375	index	right	1580406123	epoq15q1kb63vbj5atf5eas3ek	apple computer, inc.
35	right	advanced	everyday	female	en	5	za	892	412	thumb	right	1579857913	f3nkalsd4ckodk9qujdv1eiua7	google inc.
23	right	advanced	never	female	en	5	mx	780	360	thumb	right	1581663412	f443681k8r51kme7891ph0jn1o	google inc.
22	right	intermediate	everyday	female	en	5	ph	760	360	thumb	right	1579766038	g0r9lq7a2lr6v2f9qsg1u60jmp	google inc.
20	right	advanced	sometimes	female	en	5	hu	747	360	thumb	right	1582380625	gd6efsp595gupjmhas2ba3kbp7	google inc.
18	right	native	sometimes	female	en	5	ie	667	375	thumb	right	1581711786	ip6krc8k02vdui4pnvqj7roaml	apple computer, inc.
19	right	advanced	rarely	male	en	5	in	640	360	thumb	right	1582700680	m197i6n3qoe0rvkvgjcttmgrc9	google inc.
25	right	intermediate	everyday	female	en	5	ph	851	393	index	right	1580111116	qunag8n8n9iqdncqvknv3874b2	google inc.
19	right	beginner	rarely	male	en	5	ro	786	393	thumb	right	1583092031	ri0ioma43go9kqbu5foj9m9bdb	google inc.
22	right	advanced	everyday	female	en	5	za	640	360	index	right	1581110598	toq355qiftp889ts7caj8c1dru	google inc.
23	left	intermediate	sometimes	male	en	5	in	800	360	index	left	1582876253	v6svjh96edmpijtpir4u086v5d	google inc.
19	right	native	often	female	en	5	us	896	414	thumb	right	1579823304	1223tr5f9fe26quv25gtncmv8s	apple computer, inc.
47	right	beginner	sometimes	female	en	5	ph	780	360	index	right	1581832213	2rla6t2fnvr5el1fru60q6vf9n	google inc.
37	right	intermediate	never	female	en	5	mx	720	360	thumb	right	1580147795	56qvbr1ioduvgacku6ukagph7a	google inc.
20	right	advanced	sometimes	female	en	5	us	676	320	thumb	right	1580786379	5vlc6enth5ad3eird1mgrsie34	google inc.
26	right	advanced	sometimes	male	en	5	za	747	360	thumb	right	1581667193	6dqftqc820fjpre18sptm5hd8s	google inc.
33	right	native	rarely	female	en	5	us	896	414	index	right	1581684595	86rkg0r28cb59in3bum6um4vlh	apple computer, inc.
27	right	native	never	male	en	5	gb	780	360	thumb	both	1582146633	8f1gq5umsn4egu9hu3flpe1pup	google inc.
32	right	native	rarely	female	en	5	us	720	360	thumb	right	1581954662	8fvf4ckr6qfgjpni4ecfd6kduo	google inc.
18	right	intermediate	often	female	en	5	us	667	375	index	right	1583152549	8rikagp488p9kav0r5dlbhorbt	apple computer, inc.
27	right	native	everyday	female	en	5	us	812	375	thumb	right	1583037585	ftf2k2qq6jgl7m0as04o673nhf	apple computer, inc.
26	right	intermediate	sometimes	male	en	5	in	667	375	thumb	right	1582976459	g409vvke02mrjr68tqupiu5ge3	apple computer, inc.
28	right	advanced	everyday	female	en	5	jm	869	412	thumb	right	1584098187	g6n40ib79agb13c99343a80a0d	google inc.
47	left	native	rarely	female	en	5	us	780	360	index	left	1581248214	j1bfvbgbi2nrehmj9t3nl32e8d	google inc.
21	right	native	sometimes	female	en	5	us	896	414	thumb	right	1579815152	jdq47e988l8912cj7m4n2aebfi	apple computer, inc.
25	left	intermediate	never	female	en	5	jm	667	375	thumb	left	1580148350	m678crq115h33eg8jqsln77oa9	apple computer, inc.
28	right	intermediate	often	female	en	5	ph	869	412	thumb	right	1582006392	ph5quer80kmi16qs3j1pcda8sf	google inc.
18	right	advanced	everyday	female	en	5	de	760	360	thumb	right	1581084891	qsrcd4t2v5lilrn1s2pvdcolaf	google inc.
52	right	native	rarely	female	en	5	gb	780	360	other	right	1580936437	r5idk8jujjcd6fg9acbonms58p	google inc.
32	right	beginner	sometimes	female	es	5	mx	640	360	thumb	right	1581590570	vtc9pr98mr2gs793s50jg9g15m	google inc.
25	right	advanced	everyday	male	ar	5	eg	780	360	index	right	1582651720	00h10g2j0m7vujuscdvispdkub	google inc.
33	right	advanced	everyday	female	en	5	jm	732	412	thumb	right	1583624886	1jis48734j5ssblrsfj5243pb6	google inc.
18	right	beginner	rarely	male	en	5	ph	720	360	thumb	right	1581642867	1u29tun8td5sv4spmk2aigelsi	google inc.
30	right	advanced	everyday	female	en	5	za	720	360	thumb	both	1582021836	5pe9n5rh9ile065li50nv0e9je	google inc.
18	right	native	never	female	en	5	us	896	414	thumb	right	1581197578	9qkcqsbdd5flkc2nebui1v0ue4	apple computer, inc.
18	right	intermediate	sometimes	male	en	5	co	830	393	thumb	right	1582064000	amfadmg4u6qt7h70o2oh88modd	google inc.
22	left	beginner	everyday	female	es	5	gt	720	360	other	both	1583725860	bmkr01maq7gjbbe5p6ma36gvk9	google inc.
24	right	native	everyday	male	en	5	us	896	414	thumb	right	1580352920	bmo0cq8etelpjatvnrlfriigge	apple computer, inc.
35	right	advanced	sometimes	female	en	5	us	823	412	thumb	right	1582109908	bt7cbkcjk416nuqn1g5880rjq7	google inc.
28	right	beginner	sometimes	female	en	5	ph	892	412	thumb	right	1582948931	c7mg55oq2t13thsolt2m7gv5tj	google inc.
21	right	native	everyday	female	en	5	us	869	412	index	right	1583030641	clg4s4ohoektif5e4ckp5t51cm	google inc.
18	right	intermediate	rarely	female	en	5	us	740	360	index	right	1582668608	d54sp7enm4fr4dqe689nd6ktm0	google inc.
36	right	intermediate	everyday	female	en	5	ph	846	412	thumb	right	1580197036	i6a9hj09u6m2r213nhiuaccgif	google inc.
46	right	advanced	sometimes	female	en	5	ca	747	360	index	right	1581558996	m8e7j2ca0t3ni42jud4rgnll7r	google inc.
21	right	advanced	often	female	en	5	us	740	360	thumb	right	1582071614	m9slc8avbtm3jeqp49mi7tln0q	google inc.
74	right	intermediate	sometimes	male	en	5	ax	771	360	thumb	right	1583006109	snt866f64985u8bdo0e4bajpn4	google inc.
18	right	advanced	sometimes	male	en	5	ng	640	360	thumb	right	1579948488	3md3asprf6ss61m3is4ppbr1eh	google inc.
18	right	advanced	often	male	en	5	mx	740	360	thumb	right	1580353505	7dond9ifvv0gpbrmipfvrsll8a	google inc.
23	right	intermediate	rarely	female	en	5	ph	892	412	index	right	1580154106	8llatfbfj2qkn01135iffu9g51	google inc.
18	right	intermediate	sometimes	female	es	5	mx	892	412	thumb	right	1580107105	f6d25pvt6cnogu7r9dcad4m09l	google inc.
20	right	beginner	sometimes	female	en	5	ph	895	424	other	right	1580196886	id9e17kp7pqt3sd9eke0ekhtdm	google inc.
23	right	native	never	male	en	5	ie	740	360	thumb	both	1581958667	ouvi5ec56ps44vn8rl75abdnlt	google inc.
27	right	native	rarely	female	en	5	us	720	360	thumb	right	1582818982	rkppohiv2dltud3igeoedbu2ip	google inc.
26	right	intermediate	never	female	sv	5	se	780	360	thumb	right	1579888115	f79goo7nvfg3a7au50v6fbofr2	google inc.
27	right	advanced	often	female	en	5	us	892	412	index	right	1582692938	hh806ihmb23f3nvrtv9k6bvrse	google inc.
19	right	intermediate	rarely	male	en	5	mx	740	360	thumb	right	1582239708	nffnu5fln2cg7krleb6ee0sejn	google inc.
20	right	intermediate	sometimes	male	de	5	it	896	414	thumb	right	1582490637	skhneongpgp0ptkl3em3saq73m	apple computer, inc.
29	right	beginner	often	female	en	5	ph	760	360	index	both	1580268384	tbc45kcuiptlq08ghuioiu87sg	google inc.
24	right	beginner	everyday	female	en	5	id	640	360	other	both	1583392440	vb0huv5nm1hnqktivmmq7h5sei	google inc.
23	right	native	everyday	male	en	5	au	846	412	thumb	right	1581593303	l8cm7uj17ofjnqhterc7np2f3o	google inc.
18	left	native	rarely	male	en	5	gb	667	375	thumb	left	1580586703	pbulk361rkrh7b8cb6l7f8vhi7	apple computer, inc.
34	right	intermediate	everyday	female	en	5	fj	869	412	thumb	right	1580637213	s7ngj4nh1ga84mlm3pjfhnagqq	google inc.
38	right	native	rarely	male	en	5	us	846	412	thumb	right	1582396267	sbpcc39588kcn9cgkoa3drgce5	google inc.
47	right	beginner	sometimes	female	en	5	ph	760	360	index	both	1580824321	ug19dir9agjpeeb2rv8tkanlq2	google inc.
32	right	advanced	sometimes	female	en	5	us	869	412	thumb	right	1583392078	upf3hbrjcmj95hjpisuik5smt2	google inc.
28	right	native	sometimes	female	en	5	us	736	414	index	right	1581411661	vqo4kgpabrog60e8g7rgofgbs8	apple computer, inc.
26	right	native	everyday	male	en	5	us	667	375	thumb	both	1582695629	9k235t76ja3pj3u09l1n90hm17	apple computer, inc.
52	right	beginner	often	female	en	5	us	780	360	index	right	1582926268	brb4o8hfnf288s6oafc77q1tr4	google inc.
18	left	beginner	everyday	female	en	5	us	640	360	thumb	left	1580778971	dcfncfj8jpvfebgpr7jbpa7g67	google inc.
21	left	intermediate	everyday	female	en	5	ph	640	360	thumb	both	1581989110	e9p86un1r7ftnn00ihoeodqp2f	google inc.
21	right	advanced	sometimes	female	en	5	jm	640	360	index	both	1581354647	n0jf2utg75pvnc4fo7frs26oov	google inc.
32	right	native	rarely	female	en	5	ca	740	360	index	both	1581170133	ir8jqislt00b04b3lmb7v1g6rj	google inc.
56	right	beginner	everyday	female	en	5	us	732	412	index	right	1582680939	dsjoruhh8f879fuua90jinnl27	google inc.
23	right	intermediate	sometimes	female	en	5	mx	780	360	thumb	right	1582403425	1r9895hro6j0m9hb0ak0861r87	google inc.
30	right	intermediate	often	female	en	5	ph	760	360	thumb	right	1583112108	7c2904b85a3i2rkogorur2stma	google inc.
27	right	beginner	sometimes	female	en	5	ph	780	360	thumb	both	1581486377	ct1ba4p5qv8orm6ak0kji9hvq5	google inc.
89	right	intermediate	everyday	female	en	5	jm	740	360	thumb	right	1583568119	u9d7vflesb909427pa23c44sfc	google inc.
59	right	intermediate	rarely	female	en	5	us	640	360	index	right	1580750378	mhvr0t666526p7k9ka93oujpl0	google inc.
20	right	advanced	everyday	male	en	5	kg	640	360	thumb	right	1582789510	upefvqs24ij0hldmicbt95l0gj	google inc.
20	right	native	everyday	male	en	5	ca	740	360	thumb	right	1580228558	5v3sacgcfl6empp83sgcecfhah	google inc.
18	right	native	often	female	en	5	ca	667	375	thumb	right	1580018858	ec55mombhrcp9ri3ljuku03j2p	apple computer, inc.
33	left	native	everyday	female	en	5	us	732	412	thumb	both	1580403301	kf0gcbkpbge3m88ibgaoki2839	google inc.
28	left	beginner	everyday	female	en	5	tt	732	412	thumb	both	1580258016	mmv95ln59eb47o26drldkjc82d	google inc.
34	right	beginner	often	male	en	5	us	869	412	index	right	1581750746	sma2i123evkk1kkldsepjd21ro	google inc.
26	right	advanced	sometimes	female	en	5	mx	780	360	thumb	both	1583274304	fmtqi2rmrboli8n89gcog15ue5	google inc.
41	right	native	everyday	male	en	5	gb	780	360	index	right	1582973280	r1ukcb6fl2tsf4pg9b0vdccds8	google inc.
37	right	intermediate	everyday	female	fr	5	az	830	393	thumb	both	1582913788	shopiov5r4ro8ms5her6aai7g2	google inc.
26	right	advanced	rarely	male	en	5	mx	846	412	thumb	right	1582830790	38dq12s964h9aucmbkcee5ltms	google inc.
25	right	native	often	female	en	5	us	846	412	thumb	right	1582246356	4j6nf7qe9edrluklngf84jk3eb	google inc.
36	right	native	sometimes	female	en	5	us	780	360	thumb	both	1581478812	hch9qedhgoovchf258launou02	google inc.
40	right	native	everyday	female	en	5	us	823	412	thumb	right	1580017821	0069j4rbe1si9pjqgfhks8sprm	google inc.
32	right	beginner	everyday	female	en	5	cm	640	360	index	both	1580931987	5t3m5gcvil4g1u0h4mjfetncab	google inc.
33	right	advanced	everyday	female	ar	5	us	869	412	index	both	1583034327	jah7suprgvkmve9kpel188mpm5	google inc.
25	right	native	everyday	female	en	5	jm	640	360	thumb	both	1582143289	8dda6lpji6qsjj7fum2qft8roj	google inc.
29	right	native	often	male	en	5	us	896	414	thumb	right	1579733143	73jq2k5b2t7f5j1ma29saodc3b	apple computer, inc.
48	left	intermediate	never	female	en	5	us	569	320	index	left	1580113464	maknstf13kukkcr5sl4d6sr6he	google inc.
26	right	advanced	never	male	es	5	mx	640	360	thumb	right	1580241259	8h8gc4dqj6nkmu6o3qgc4h0p7p	google inc.
24	right	advanced	everyday	male	en	5	in	812	375	thumb	right	1581323866	3irdjhpqq8fch9lb97lbevr4l7	apple computer, inc.
20	right	native	sometimes	female	en	5	us	896	414	thumb	right	1582787150	ej7nb1ght5pm5gmvrh7qo6du7o	apple computer, inc.
34	right	intermediate	sometimes	female	en	5	us	869	412	thumb	right	1581748424	u5777na1io0jacfdtj9e4oe652	google inc.
19	right	beginner	sometimes	female	en	5	in	640	360	other	right	1581860741	a6kvq5qjhmgscj9nk3jvf1tb9g	google inc.
33	right	intermediate	often	female	en	5	ng	846	412	index	right	1582046889	ctimcfb2lmrrn5s24994682vma	google inc.
22	right	intermediate	often	female	en	5	ng	800	360	thumb	right	1583709729	jjhl7tv92g0tnb95n9viv4d9ov	google inc.
26	right	native	often	female	en	5	us	640	360	thumb	right	1580888732	ba95vtl68lt41h9nqg4l4rcmnb	google inc.
18	right	native	never	female	en	5	us	736	414	thumb	right	1581134365	95614ucoivohurbqivjc7fu5c5	apple computer, inc.
25	left	native	never	female	en	5	us	846	412	other	left	1580598152	9uedokuiln1m3hl2ivi539b9d4	google inc.
43	right	native	rarely	female	en	5	us	676	320	other	right	1582129097	rk9741c89c16kkjr3et9fgo2uk	google inc.
47	right	native	everyday	female	en	5	us	640	360	thumb	right	1580173181	gq6tnkgad2ld78pegcrabd5nm8	google inc.
18	right	intermediate	sometimes	male	en	5	id	846	412	thumb	right	1581339411	0utue8rico7grfpgd0odffj6il	google inc.
21	right	beginner	sometimes	male	en	5	bd	780	360	thumb	both	1580285002	1trqchkvequslh5bbrqn10pnss	google inc.
18	right	beginner	sometimes	male	en	5	in	640	360	thumb	right	1580893131	4j0p1onkc18it1j59rgiismjkd	google inc.
19	right	intermediate	often	female	en	5	gb	640	360	index	right	1583350632	6npuivvdb91qnp47hiah754dm5	google inc.
22	right	intermediate	everyday	female	en	5	ph	892	412	thumb	both	1579739924	7mphoc87vusc6vrsbt88nh20ci	google inc.
18	right	beginner	never	male	en	5	in	640	360	thumb	right	1581689180	7udhss2800rg0e9k9tqucribhq	google inc.
18	right	native	sometimes	male	en	5	in	786	393	thumb	right	1582121095	8q665ktgjsfcpbdqbe0g395ej6	google inc.
20	right	intermediate	sometimes	male	ar	5	in	732	412	thumb	right	1580563760	a8neag5smaeudl086v8en7q7he	google inc.
23	right	native	everyday	male	ta	5	in	780	360	thumb	right	1580405480	b1ci52dl6lo7r1ijk1h6364ae4	google inc.
20	right	advanced	sometimes	female	en	5	gb	869	412	index	left	1583259207	bvggnfe0chhpufkdevgv5ckgen	google inc.
19	right	intermediate	never	male	en	5	in	640	360	index	right	1583157029	ciub5ebgi4odqa9o4m7993367a	google inc.
58	right	intermediate	rarely	female	en	5	us	640	360	index	right	1582348443	cl1igtl9n4n3d105p70071vpb2	google inc.
20	right	advanced	everyday	female	en	5	au	869	412	thumb	right	1583580905	cq6raonqh2c9c0b68n3d9e13eu	google inc.
18	right	advanced	rarely	female	en	5	gb	740	360	thumb	both	1582756150	dvm2t9s1kq9q7j57krtrgul5mq	google inc.
30	right	beginner	everyday	female	en	5	ph	720	360	index	right	1582162395	gfa62fbhahhnqpr0a516icg0jc	google inc.
18	right	advanced	rarely	female	en	5	ph	892	412	index	right	1579944780	k2p6pavnh4k34ll6majkeffqkg	google inc.
35	right	advanced	everyday	female	en	5	us	732	412	thumb	right	1581286961	r06sai4ql3h2jf3nmujd9a4c3m	google inc.
22	right	intermediate	never	female	en	5	us	740	360	thumb	right	1583585724	r3m0oibdgrtsb93tbe8gfl921m	google inc.
29	right	intermediate	sometimes	male	en	5	ng	750	360	thumb	right	1581950538	romf91d67839gon7ru5amho7vo	google inc.
20	right	native	everyday	female	en	5	us	896	414	thumb	both	1581815692	s93oq9svob4nh38ob2it29qvum	apple computer, inc.
22	right	native	often	male	en	5	gb	740	360	index	both	1580064833	ta7h6o2p6ghkm4d388qkp1acml	google inc.
18	right	intermediate	sometimes	female	en	5	nz	760	360	thumb	right	1581153946	tc0l3id89qccat13e6u8atra8r	google inc.
19	right	beginner	sometimes	female	en	5	in	534	320	thumb	right	1583414795	tpij8ol8orel9lrktvpemi4a30	google inc.
30	right	beginner	never	female	en	5	ph	760	360	thumb	right	1582867524	0jqd4um0gif3nk92trgu23qs48	google inc.
25	right	advanced	sometimes	female	en	5	us	896	414	index	right	1580702355	0kvs7d6qn3qesp7sjkgjsd4gtv	apple computer, inc.
23	right	beginner	rarely	female	en	5	us	667	375	thumb	right	1582164015	0leq9i4m5bff1e8tu92o2qr4u0	apple computer, inc.
23	right	native	rarely	female	en	5	us	896	414	other	right	1579815656	0lr93uckpa3086de6homa94vn0	apple computer, inc.
20	right	native	sometimes	male	en	5	us	896	414	thumb	left	1579823849	0msee0md66vcodqrp9spoedc9r	apple computer, inc.
28	right	advanced	everyday	female	en	5	ph	780	360	thumb	both	1583260013	1hfgbj8ri6ms1ojpkfudk893sc	google inc.
20	right	beginner	rarely	male	haw	5	us	640	360	index	right	1580536482	1jisq6jaciv834asgohpl5qsfk	google inc.
44	right	intermediate	rarely	male	en	5	mx	840	360	thumb	both	1579821743	1jo1b9tddfuucc7k4i4mdeefvm	google inc.
22	right	native	never	female	en	5	us	896	414	thumb	right	1580515407	1tv36l1viejgc96p35ifkeoaes	apple computer, inc.
19	right	native	everyday	male	en	5	in	760	360	index	left	1583175779	25q4p5jk4ami3jo5la8spruev1	google inc.
23	right	native	everyday	female	en	5	us	667	375	thumb	right	1583353552	269h4cdlq17gdnnjqdvrfrt8tr	apple computer, inc.
25	right	intermediate	sometimes	male	en	5	cr	740	360	index	left	1581372019	27mmuj0o8b20pieicbck0qvo2i	google inc.
25	right	native	everyday	female	en	5	ca	846	412	index	right	1582048878	2e9d94k0l5je3uibe6shktcuoq	google inc.
20	right	beginner	sometimes	female	en	5	ph	851	393	index	right	1582082262	2irfea8ptu6lc8rg14b4dj33k9	google inc.
28	right	intermediate	often	male	en	5	mx	740	360	index	both	1581570824	2lssnjt9tnkadurns46bvtf268	google inc.
20	right	native	everyday	male	en	5	us	658	320	thumb	right	1580535667	2m645k1klclo1frrbche51p7kf	google inc.
24	right	native	often	female	en	5	us	896	414	index	right	1582587038	2mlh9rsmu30ihssgmo4rhakufi	apple computer, inc.
27	left	advanced	rarely	male	fr	5	fr	780	360	thumb	left	1582966125	2purrlkinqmagfji6v38a752vn	google inc.
18	right	native	never	female	en	5	my	846	412	thumb	right	1583279699	36hjeo6hd54lqpdsquvbm227ga	google inc.
22	right	native	sometimes	female	en	5	us	896	414	thumb	right	1580967625	36iqsvhqv4b1culjljnm5oh7dr	apple computer, inc.
20	right	native	sometimes	female	en	5	au	568	320	index	right	1582194308	3fht625j7qu83fcjeqnb6b75f9	apple computer, inc.
18	right	intermediate	sometimes	male	es	5	mx	736	414	thumb	right	1581449412	3usio5uf3c32l9mu3b4ek0vqqf	apple computer, inc.
32	right	native	often	male	en	5	us	896	414	thumb	right	1582328648	40ccrn77i22dgg7q3bkd9kf3ri	apple computer, inc.
20	right	advanced	rarely	female	ar	5	lb	846	412	thumb	both	1581339296	4ceb6u1ocdieiqnbrrcti43qle	google inc.
39	right	advanced	everyday	male	it	5	it	740	360	index	both	1583517857	4k15hu68ei8ej4g4idvuksqnqf	google inc.
21	right	intermediate	everyday	male	en	5	in	640	360	index	both	1583728837	4lse3eua8chs36li81jb7c4adb	google inc.
27	right	advanced	rarely	male	en	5	gm	896	414	thumb	both	1580782451	4ml89n63etnce2je1r73m5t6hc	apple computer, inc.
18	right	intermediate	rarely	male	en	5	gb	896	414	thumb	right	1580923727	4pq9gag0po5khmfr601iprftdt	apple computer, inc.
36	right	native	sometimes	female	en	5	us	823	412	thumb	right	1583454718	57rbd898rj95nuvnrl0270dabi	google inc.
26	right	intermediate	rarely	male	en	5	us	896	414	thumb	right	1580101555	5a1v8qic97tci8gntht0ioastl	apple computer, inc.
18	right	advanced	never	male	en	5	kw	812	375	thumb	right	1583208885	5eg1k5sf7qihhvq1iih50gub87	apple computer, inc.
30	right	intermediate	often	male	en	5	pk	740	360	thumb	right	1580715188	5ig1q8e67r9chvvpm38pdt5qa6	google inc.
53	right	intermediate	sometimes	female	en	5	sg	760	360	thumb	right	1583154024	5ojskb12pe9adcf7nu5r4ucb1o	google inc.
37	right	intermediate	everyday	female	en	5	ph	864	432	index	right	1580963787	6amoisksbj30n4sr89pcp7oq16	google inc.
35	right	native	everyday	female	en	5	us	823	412	index	both	1581639632	7d0bs9ge6ph9pe80ssnki0kktd	google inc.
26	right	intermediate	sometimes	female	en	5	us	640	360	thumb	right	1579718253	7e73snqvapqll9sq9so3fnjgds	google inc.
22	right	advanced	often	female	en	5	in	869	412	index	both	1580151584	7edfgrcl53jm01g3b84p2lss7p	google inc.
27	right	beginner	never	female	en	5	ph	846	412	thumb	right	1579936773	7j8ku4n0tdrhqrs0o3cbjm5onv	google inc.
30	right	beginner	sometimes	female	en	5	us	640	360	thumb	both	1582992288	7olspkbmvgn85876dfpod24vpr	google inc.
26	right	native	rarely	male	en	5	us	736	414	thumb	right	1582400330	7s2subps693a12v4tqom3objuf	apple computer, inc.
25	left	beginner	everyday	female	en	5	ph	640	360	index	both	1582113313	868ramo48245sq759716eh8vt3	google inc.
21	right	intermediate	everyday	male	en	5	my	667	375	thumb	both	1580264293	8aio7ch2lmvd7loglio66gl1mb	apple computer, inc.
28	right	advanced	often	female	en	5	us	896	414	thumb	left	1583381817	8cevtf1obabdaj4kmvfgknj5c9	apple computer, inc.
23	left	intermediate	everyday	female	en	5	ph	869	412	other	both	1579878401	8dgs1pul0h2g3h5i78t3ac4olk	google inc.
30	right	intermediate	often	female	en	5	ph	760	360	thumb	right	1583192669	8kfotkl553gaqmm210q6d1nleu	google inc.
18	right	advanced	often	female	en	5	us	736	414	thumb	right	1582833607	8vsldlpo82crj3d0lrjc9b86hr	apple computer, inc.
56	right	native	everyday	female	en	5	us	846	412	thumb	both	1582659246	95ntft6f2j5egbn5m5eq8citi4	google inc.
18	right	beginner	sometimes	female	en	5	us	896	414	thumb	right	1580405380	9s5nulj4prr33qpln5b1lbaooo	apple computer, inc.
40	right	native	everyday	female	en	5	us	823	412	index	right	1582979711	a1rmjggnhq0ahqaojtdgil7lcb	google inc.
25	right	native	rarely	female	en	5	us	736	414	index	right	1580794372	a2pi56js4nmcl4djl1vqmq04rg	apple computer, inc.
19	right	advanced	rarely	male	en	5	mx	896	414	thumb	right	1583126202	afbmchaa1cmamo9jkvpkid5lde	apple computer, inc.
31	right	native	often	female	en	5	us	732	412	index	right	1580336357	b41i3fo10nabiriqp5gg3cdjn0	google inc.
26	right	native	everyday	female	en	5	us	823	412	thumb	right	1582377445	bmor5qcapfkobckk8dp94e6nje	google inc.
40	right	advanced	everyday	male	en	5	es	720	360	index	right	1576506071	bqe68p8quo3ef1djmqif709vp2	google inc.
29	right	native	everyday	female	en	5	us	780	360	thumb	right	1582758317	bqi6mifj7f7hsncmnmlib69uh9	google inc.
18	right	beginner	rarely	male	es	5	mx	812	375	index	both	1582189716	cji0a757pfhlnt4uf6n4a6updl	apple computer, inc.
28	right	advanced	rarely	female	en	5	ng	892	412	thumb	both	1582567187	cv34r3g9io2aeu04mfe9bhim6g	google inc.
43	right	intermediate	often	female	en	5	us	823	412	thumb	right	1581019287	d52epcrk03d1odthl3c6pt6g41	google inc.
41	right	advanced	everyday	male	en	5	pk	760	360	thumb	right	1580753055	d60pb3bdc0pv2r7lk0svb4abie	google inc.
29	right	native	rarely	female	en	5	us	667	375	index	right	1583287367	d7ks8orscbcvfubgjmu0e4uidm	apple computer, inc.
23	right	intermediate	sometimes	female	en	5	np	823	412	index	right	1582447048	df9acd3v7h4i8hsvjcab1oklg4	google inc.
22	right	advanced	rarely	female	en	5	ng	736	414	thumb	right	1582624565	dj6hod2de1lpfsm5qjlcd48f7h	apple computer, inc.
